diocese,oa_2022_code,oa_in_dio
Argyll and The Isles,S00140401,0.9978
Argyll and The Isles,S00140419,0.99782
Argyll and The Isles,S00140973,0.99788
Argyll and The Isles,S00140409,0.99789
Argyll and The Isles,S00140410,0.99792
Argyll and The Isles,S00166577,0.99793
Argyll and The Isles,S00166514,0.99795
Argyll and The Isles,S00166375,0.99796
Argyll and The Isles,S00140437,0.998
Argyll and The Isles,S00140661,0.99802
Argyll and The Isles,S00166382,0.99802
Argyll and The Isles,S00140659,0.99803
Argyll and The Isles,S00166460,0.99811
Argyll and The Isles,S00141012,0.99813
Argyll and The Isles,S00141100,0.99816
Argyll and The Isles,S00166409,0.99816
Argyll and The Isles,S00140967,0.99818
Argyll and The Isles,S00162647,0.99818
Argyll and The Isles,S00140428,0.99822
Argyll and The Isles,S00166507,0.99829
Argyll and The Isles,S00140414,0.99838
Argyll and The Isles,S00166511,0.99841
Argyll and The Isles,S00140545,0.99844
Argyll and The Isles,S00166495,0.99848
Argyll and The Isles,S00140412,0.99857
Argyll and The Isles,S00166454,0.99862
Argyll and The Isles,S00163881,0.99863
Argyll and The Isles,S00166442,0.99863
Argyll and The Isles,S00163891,0.99864
Argyll and The Isles,S00166551,0.99866
Argyll and The Isles,S00140418,0.99869
Argyll and The Isles,S00166380,0.99884
Argyll and The Isles,S00140868,0.99887
Argyll and The Isles,S00140405,0.99889
Argyll and The Isles,S00164056,0.99889
Argyll and The Isles,S00141039,0.99896
Argyll and The Isles,S00166447,0.99897
Argyll and The Isles,S00141048,0.99901
Argyll and The Isles,S00166562,0.99903
Argyll and The Isles,S00140577,0.99909
Argyll and The Isles,S00140864,0.99913
Argyll and The Isles,S00141071,0.99913
Argyll and The Isles,S00166418,0.99916
Argyll and The Isles,S00166497,0.99916
Argyll and The Isles,S00166468,0.99921
Argyll and The Isles,S00166512,0.99922
Argyll and The Isles,S00140607,0.99928
Argyll and The Isles,S00141090,0.99929
Argyll and The Isles,S00166388,0.99932
Argyll and The Isles,S00140654,0.99933
Argyll and The Isles,S00166576,0.99937
Argyll and The Isles,S00163714,0.99938
Argyll and The Isles,S00166579,0.9994
Argyll and The Isles,S00141105,0.99945
Argyll and The Isles,S00163796,0.99946
Argyll and The Isles,S00164072,0.99948
Argyll and The Isles,S00140630,0.99949
Argyll and The Isles,S00140548,0.9995
Argyll and The Isles,S00166569,0.9995
Argyll and The Isles,S00162576,0.99951
Argyll and The Isles,S00140449,0.99952
Argyll and The Isles,S00141141,0.99957
Argyll and The Isles,S00166411,0.99957
Argyll and The Isles,S00166513,0.99958
Argyll and The Isles,S00164073,0.9996
Argyll and The Isles,S00163912,0.99961
Argyll and The Isles,S00164077,0.99963
Argyll and The Isles,S00140435,0.99964
Argyll and The Isles,S00141132,0.99965
Argyll and The Isles,S00140551,0.99972
Argyll and The Isles,S00166872,0.99972
Argyll and The Isles,S00141162,0.99973
Argyll and The Isles,S00140549,0.99974
Argyll and The Isles,S00141073,0.99974
Argyll and The Isles,S00163040,0.99976
Argyll and The Isles,S00166688,0.99976
Argyll and The Isles,S00166400,0.9998
Argyll and The Isles,S00166383,0.99982
Argyll and The Isles,S00140783,0.99987
Argyll and The Isles,S00162654,0.99987
Argyll and The Isles,S00164039,0.99987
Argyll and The Isles,S00140420,0.9999
Argyll and The Isles,S00166378,0.9999
Argyll and The Isles,S00140938,0.99991
Argyll and The Isles,S00162578,0.99993
Argyll and The Isles,S00162929,0.99993
Argyll and The Isles,S00163929,0.99993
Argyll and The Isles,S00166756,0.99994
Argyll and The Isles,S00140422,0.99995
Argyll and The Isles,S00140600,0.99997
Argyll and The Isles,S00141084,0.99998
Argyll and The Isles,S00140867,0.99999
Argyll and The Isles,S00164087,0.99999
Argyll and The Isles,S00166417,0.99999
Argyll and The Isles,S00140396,1
Argyll and The Isles,S00140399,1
Argyll and The Isles,S00140400,1
Argyll and The Isles,S00140403,1
Argyll and The Isles,S00140404,1
Argyll and The Isles,S00140416,1
Argyll and The Isles,S00140421,1
Argyll and The Isles,S00140425,1
Argyll and The Isles,S00140426,1
Argyll and The Isles,S00140430,1
Argyll and The Isles,S00140431,1
Argyll and The Isles,S00140433,1
Argyll and The Isles,S00140434,1
Argyll and The Isles,S00140436,1
Argyll and The Isles,S00140443,1
Argyll and The Isles,S00140448,1
Argyll and The Isles,S00140450,1
Argyll and The Isles,S00140452,1
Argyll and The Isles,S00140453,1
Argyll and The Isles,S00140454,1
Argyll and The Isles,S00140455,1
Argyll and The Isles,S00140456,1
Argyll and The Isles,S00140459,1
Argyll and The Isles,S00140460,1
Argyll and The Isles,S00140461,1
Argyll and The Isles,S00140463,1
Argyll and The Isles,S00140464,1
Argyll and The Isles,S00140465,1
Argyll and The Isles,S00140466,1
Argyll and The Isles,S00140467,1
Argyll and The Isles,S00140468,1
Argyll and The Isles,S00140469,1
Argyll and The Isles,S00140470,1
Argyll and The Isles,S00140471,1
Argyll and The Isles,S00140472,1
Argyll and The Isles,S00140473,1
Argyll and The Isles,S00140474,1
Argyll and The Isles,S00140475,1
Argyll and The Isles,S00140476,1
Argyll and The Isles,S00140477,1
Argyll and The Isles,S00140478,1
Argyll and The Isles,S00140479,1
Argyll and The Isles,S00140480,1
Argyll and The Isles,S00140481,1
Argyll and The Isles,S00140482,1
Argyll and The Isles,S00140483,1
Argyll and The Isles,S00140484,1
Argyll and The Isles,S00140485,1
Argyll and The Isles,S00140486,1
Argyll and The Isles,S00140487,1
Argyll and The Isles,S00140488,1
Argyll and The Isles,S00140489,1
Argyll and The Isles,S00140490,1
Argyll and The Isles,S00140491,1
Argyll and The Isles,S00140492,1
Argyll and The Isles,S00140493,1
Argyll and The Isles,S00140494,1
Argyll and The Isles,S00140495,1
Argyll and The Isles,S00140497,1
Argyll and The Isles,S00140498,1
Argyll and The Isles,S00140499,1
Argyll and The Isles,S00140500,1
Argyll and The Isles,S00140501,1
Argyll and The Isles,S00140502,1
Argyll and The Isles,S00140503,1
Argyll and The Isles,S00140504,1
Argyll and The Isles,S00140505,1
Argyll and The Isles,S00140506,1
Argyll and The Isles,S00140507,1
Argyll and The Isles,S00140508,1
Argyll and The Isles,S00140509,1
Argyll and The Isles,S00140510,1
Argyll and The Isles,S00140511,1
Argyll and The Isles,S00140512,1
Argyll and The Isles,S00140513,1
Argyll and The Isles,S00140514,1
Argyll and The Isles,S00140515,1
Argyll and The Isles,S00140516,1
Argyll and The Isles,S00140517,1
Argyll and The Isles,S00140518,1
Argyll and The Isles,S00140519,1
Argyll and The Isles,S00140520,1
Argyll and The Isles,S00140521,1
Argyll and The Isles,S00140522,1
Argyll and The Isles,S00140523,1
Argyll and The Isles,S00140524,1
Argyll and The Isles,S00140525,1
Argyll and The Isles,S00140526,1
Argyll and The Isles,S00140527,1
Argyll and The Isles,S00140528,1
Argyll and The Isles,S00140529,1
Argyll and The Isles,S00140530,1
Argyll and The Isles,S00140531,1
Argyll and The Isles,S00140533,1
Argyll and The Isles,S00140534,1
Argyll and The Isles,S00140535,1
Argyll and The Isles,S00140536,1
Argyll and The Isles,S00140537,1
Argyll and The Isles,S00140538,1
Argyll and The Isles,S00140539,1
Argyll and The Isles,S00140540,1
Argyll and The Isles,S00140541,1
Argyll and The Isles,S00140542,1
Argyll and The Isles,S00140550,1
Argyll and The Isles,S00140553,1
Argyll and The Isles,S00140558,1
Argyll and The Isles,S00140564,1
Argyll and The Isles,S00140567,1
Argyll and The Isles,S00140568,1
Argyll and The Isles,S00140571,1
Argyll and The Isles,S00140572,1
Argyll and The Isles,S00140575,1
Argyll and The Isles,S00140576,1
Argyll and The Isles,S00140582,1
Argyll and The Isles,S00140584,1
Argyll and The Isles,S00140587,1
Argyll and The Isles,S00140588,1
Argyll and The Isles,S00140589,1
Argyll and The Isles,S00140591,1
Argyll and The Isles,S00140592,1
Argyll and The Isles,S00140594,1
Argyll and The Isles,S00140602,1
Argyll and The Isles,S00140603,1
Argyll and The Isles,S00140604,1
Argyll and The Isles,S00140609,1
Argyll and The Isles,S00140611,1
Argyll and The Isles,S00140628,1
Argyll and The Isles,S00140629,1
Argyll and The Isles,S00140631,1
Argyll and The Isles,S00140632,1
Argyll and The Isles,S00140633,1
Argyll and The Isles,S00140635,1
Argyll and The Isles,S00140636,1
Argyll and The Isles,S00140638,1
Argyll and The Isles,S00140639,1
Argyll and The Isles,S00140640,1
Argyll and The Isles,S00140641,1
Argyll and The Isles,S00140642,1
Argyll and The Isles,S00140643,1
Argyll and The Isles,S00140644,1
Argyll and The Isles,S00140645,1
Argyll and The Isles,S00140647,1
Argyll and The Isles,S00140648,1
Argyll and The Isles,S00140649,1
Argyll and The Isles,S00140650,1
Argyll and The Isles,S00140651,1
Argyll and The Isles,S00140652,1
Argyll and The Isles,S00140655,1
Argyll and The Isles,S00140656,1
Argyll and The Isles,S00140657,1
Argyll and The Isles,S00140663,1
Argyll and The Isles,S00140665,1
Argyll and The Isles,S00140666,1
Argyll and The Isles,S00140667,1
Argyll and The Isles,S00140669,1
Argyll and The Isles,S00140670,1
Argyll and The Isles,S00140673,1
Argyll and The Isles,S00140675,1
Argyll and The Isles,S00140801,1
Argyll and The Isles,S00140815,1
Argyll and The Isles,S00140820,1
Argyll and The Isles,S00140846,1
Argyll and The Isles,S00140848,1
Argyll and The Isles,S00140853,1
Argyll and The Isles,S00140857,1
Argyll and The Isles,S00140858,1
Argyll and The Isles,S00140860,1
Argyll and The Isles,S00140863,1
Argyll and The Isles,S00140870,1
Argyll and The Isles,S00140873,1
Argyll and The Isles,S00140874,1
Argyll and The Isles,S00140875,1
Argyll and The Isles,S00140877,1
Argyll and The Isles,S00140878,1
Argyll and The Isles,S00140880,1
Argyll and The Isles,S00140881,1
Argyll and The Isles,S00140882,1
Argyll and The Isles,S00140887,1
Argyll and The Isles,S00140888,1
Argyll and The Isles,S00140889,1
Argyll and The Isles,S00140890,1
Argyll and The Isles,S00140892,1
Argyll and The Isles,S00140893,1
Argyll and The Isles,S00140894,1
Argyll and The Isles,S00140898,1
Argyll and The Isles,S00140899,1
Argyll and The Isles,S00140900,1
Argyll and The Isles,S00140904,1
Argyll and The Isles,S00140905,1
Argyll and The Isles,S00140909,1
Argyll and The Isles,S00140910,1
Argyll and The Isles,S00140911,1
Argyll and The Isles,S00140916,1
Argyll and The Isles,S00140917,1
Argyll and The Isles,S00140918,1
Argyll and The Isles,S00140919,1
Argyll and The Isles,S00140920,1
Argyll and The Isles,S00140923,1
Argyll and The Isles,S00140924,1
Argyll and The Isles,S00140927,1
Argyll and The Isles,S00140928,1
Argyll and The Isles,S00140930,1
Argyll and The Isles,S00140931,1
Argyll and The Isles,S00140932,1
Argyll and The Isles,S00140933,1
Argyll and The Isles,S00140934,1
Argyll and The Isles,S00140935,1
Argyll and The Isles,S00140936,1
Argyll and The Isles,S00140937,1
Argyll and The Isles,S00140940,1
Argyll and The Isles,S00140941,1
Argyll and The Isles,S00140942,1
Argyll and The Isles,S00140943,1
Argyll and The Isles,S00140944,1
Argyll and The Isles,S00140945,1
Argyll and The Isles,S00140946,1
Argyll and The Isles,S00140947,1
Argyll and The Isles,S00140948,1
Argyll and The Isles,S00140949,1
Argyll and The Isles,S00140951,1
Argyll and The Isles,S00140952,1
Argyll and The Isles,S00140953,1
Argyll and The Isles,S00140954,1
Argyll and The Isles,S00140955,1
Argyll and The Isles,S00140956,1
Argyll and The Isles,S00140957,1
Argyll and The Isles,S00140958,1
Argyll and The Isles,S00140959,1
Argyll and The Isles,S00140960,1
Argyll and The Isles,S00140961,1
Argyll and The Isles,S00140963,1
Argyll and The Isles,S00140964,1
Argyll and The Isles,S00140965,1
Argyll and The Isles,S00140968,1
Argyll and The Isles,S00140971,1
Argyll and The Isles,S00140979,1
Argyll and The Isles,S00140982,1
Argyll and The Isles,S00140985,1
Argyll and The Isles,S00140989,1
Argyll and The Isles,S00140992,1
Argyll and The Isles,S00140997,1
Argyll and The Isles,S00140998,1
Argyll and The Isles,S00140999,1
Argyll and The Isles,S00141000,1
Argyll and The Isles,S00141002,1
Argyll and The Isles,S00141003,1
Argyll and The Isles,S00141004,1
Argyll and The Isles,S00141005,1
Argyll and The Isles,S00141010,1
Argyll and The Isles,S00141011,1
Argyll and The Isles,S00141013,1
Argyll and The Isles,S00141015,1
Argyll and The Isles,S00141016,1
Argyll and The Isles,S00141017,1
Argyll and The Isles,S00141018,1
Argyll and The Isles,S00141025,1
Argyll and The Isles,S00141026,1
Argyll and The Isles,S00141027,1
Argyll and The Isles,S00141028,1
Argyll and The Isles,S00141030,1
Argyll and The Isles,S00141033,1
Argyll and The Isles,S00141034,1
Argyll and The Isles,S00141035,1
Argyll and The Isles,S00141040,1
Argyll and The Isles,S00141041,1
Argyll and The Isles,S00141042,1
Argyll and The Isles,S00141043,1
Argyll and The Isles,S00141044,1
Argyll and The Isles,S00141045,1
Argyll and The Isles,S00141046,1
Argyll and The Isles,S00141047,1
Argyll and The Isles,S00141049,1
Argyll and The Isles,S00141050,1
Argyll and The Isles,S00141051,1
Argyll and The Isles,S00141052,1
Argyll and The Isles,S00141053,1
Argyll and The Isles,S00141054,1
Argyll and The Isles,S00141055,1
Argyll and The Isles,S00141056,1
Argyll and The Isles,S00141057,1
Argyll and The Isles,S00141058,1
Argyll and The Isles,S00141059,1
Argyll and The Isles,S00141061,1
Argyll and The Isles,S00141062,1
Argyll and The Isles,S00141063,1
Argyll and The Isles,S00141064,1
Argyll and The Isles,S00141065,1
Argyll and The Isles,S00141066,1
Argyll and The Isles,S00141067,1
Argyll and The Isles,S00141068,1
Argyll and The Isles,S00141074,1
Argyll and The Isles,S00141075,1
Argyll and The Isles,S00141078,1
Argyll and The Isles,S00141079,1
Argyll and The Isles,S00141080,1
Argyll and The Isles,S00141086,1
Argyll and The Isles,S00141092,1
Argyll and The Isles,S00141093,1
Argyll and The Isles,S00141094,1
Argyll and The Isles,S00141095,1
Argyll and The Isles,S00141096,1
Argyll and The Isles,S00141097,1
Argyll and The Isles,S00141098,1
Argyll and The Isles,S00141099,1
Argyll and The Isles,S00141103,1
Argyll and The Isles,S00141104,1
Argyll and The Isles,S00141106,1
Argyll and The Isles,S00141108,1
Argyll and The Isles,S00141109,1
Argyll and The Isles,S00141110,1
Argyll and The Isles,S00141111,1
Argyll and The Isles,S00141112,1
Argyll and The Isles,S00141113,1
Argyll and The Isles,S00141114,1
Argyll and The Isles,S00141115,1
Argyll and The Isles,S00141116,1
Argyll and The Isles,S00141117,1
Argyll and The Isles,S00141118,1
Argyll and The Isles,S00141119,1
Argyll and The Isles,S00141120,1
Argyll and The Isles,S00141121,1
Argyll and The Isles,S00141122,1
Argyll and The Isles,S00141123,1
Argyll and The Isles,S00141124,1
Argyll and The Isles,S00141125,1
Argyll and The Isles,S00141126,1
Argyll and The Isles,S00141127,1
Argyll and The Isles,S00141128,1
Argyll and The Isles,S00141129,1
Argyll and The Isles,S00141130,1
Argyll and The Isles,S00141131,1
Argyll and The Isles,S00141133,1
Argyll and The Isles,S00141135,1
Argyll and The Isles,S00141136,1
Argyll and The Isles,S00141138,1
Argyll and The Isles,S00141139,1
Argyll and The Isles,S00141140,1
Argyll and The Isles,S00141142,1
Argyll and The Isles,S00141144,1
Argyll and The Isles,S00141146,1
Argyll and The Isles,S00141147,1
Argyll and The Isles,S00141149,1
Argyll and The Isles,S00141150,1
Argyll and The Isles,S00141151,1
Argyll and The Isles,S00141152,1
Argyll and The Isles,S00141153,1
Argyll and The Isles,S00141154,1
Argyll and The Isles,S00141156,1
Argyll and The Isles,S00141157,1
Argyll and The Isles,S00141158,1
Argyll and The Isles,S00141159,1
Argyll and The Isles,S00141160,1
Argyll and The Isles,S00141161,1
Argyll and The Isles,S00162611,1
Argyll and The Isles,S00162622,1
Argyll and The Isles,S00162623,1
Argyll and The Isles,S00162637,1
Argyll and The Isles,S00162961,1
Argyll and The Isles,S00162962,1
Argyll and The Isles,S00163001,1
Argyll and The Isles,S00163006,1
Argyll and The Isles,S00163010,1
Argyll and The Isles,S00163021,1
Argyll and The Isles,S00163031,1
Argyll and The Isles,S00163313,1
Argyll and The Isles,S00163351,1
Argyll and The Isles,S00163378,1
Argyll and The Isles,S00163396,1
Argyll and The Isles,S00163400,1
Argyll and The Isles,S00163402,1
Argyll and The Isles,S00163411,1
Argyll and The Isles,S00163415,1
Argyll and The Isles,S00163423,1
Argyll and The Isles,S00163432,1
Argyll and The Isles,S00163433,1
Argyll and The Isles,S00163440,1
Argyll and The Isles,S00163445,1
Argyll and The Isles,S00163460,1
Argyll and The Isles,S00163466,1
Argyll and The Isles,S00163471,1
Argyll and The Isles,S00163474,1
Argyll and The Isles,S00163475,1
Argyll and The Isles,S00163482,1
Argyll and The Isles,S00163510,1
Argyll and The Isles,S00163554,1
Argyll and The Isles,S00163792,1
Argyll and The Isles,S00163793,1
Argyll and The Isles,S00163795,1
Argyll and The Isles,S00163803,1
Argyll and The Isles,S00163804,1
Argyll and The Isles,S00163807,1
Argyll and The Isles,S00163808,1
Argyll and The Isles,S00163812,1
Argyll and The Isles,S00163814,1
Argyll and The Isles,S00163817,1
Argyll and The Isles,S00163880,1
Argyll and The Isles,S00163882,1
Argyll and The Isles,S00163883,1
Argyll and The Isles,S00163884,1
Argyll and The Isles,S00163885,1
Argyll and The Isles,S00163886,1
Argyll and The Isles,S00163887,1
Argyll and The Isles,S00163895,1
Argyll and The Isles,S00163897,1
Argyll and The Isles,S00163899,1
Argyll and The Isles,S00163924,1
Argyll and The Isles,S00163925,1
Argyll and The Isles,S00163926,1
Argyll and The Isles,S00163928,1
Argyll and The Isles,S00163930,1
Argyll and The Isles,S00163931,1
Argyll and The Isles,S00163932,1
Argyll and The Isles,S00163933,1
Argyll and The Isles,S00163936,1
Argyll and The Isles,S00163937,1
Argyll and The Isles,S00163941,1
Argyll and The Isles,S00163942,1
Argyll and The Isles,S00163943,1
Argyll and The Isles,S00163944,1
Argyll and The Isles,S00163945,1
Argyll and The Isles,S00163946,1
Argyll and The Isles,S00163947,1
Argyll and The Isles,S00163948,1
Argyll and The Isles,S00163949,1
Argyll and The Isles,S00163950,1
Argyll and The Isles,S00163951,1
Argyll and The Isles,S00163952,1
Argyll and The Isles,S00163953,1
Argyll and The Isles,S00163954,1
Argyll and The Isles,S00163956,1
Argyll and The Isles,S00163957,1
Argyll and The Isles,S00163958,1
Argyll and The Isles,S00163959,1
Argyll and The Isles,S00163960,1
Argyll and The Isles,S00163961,1
Argyll and The Isles,S00163962,1
Argyll and The Isles,S00163963,1
Argyll and The Isles,S00163964,1
Argyll and The Isles,S00163965,1
Argyll and The Isles,S00163966,1
Argyll and The Isles,S00163967,1
Argyll and The Isles,S00163968,1
Argyll and The Isles,S00163969,1
Argyll and The Isles,S00163970,1
Argyll and The Isles,S00163971,1
Argyll and The Isles,S00163972,1
Argyll and The Isles,S00163973,1
Argyll and The Isles,S00163974,1
Argyll and The Isles,S00163975,1
Argyll and The Isles,S00163976,1
Argyll and The Isles,S00163977,1
Argyll and The Isles,S00163978,1
Argyll and The Isles,S00163979,1
Argyll and The Isles,S00163980,1
Argyll and The Isles,S00163981,1
Argyll and The Isles,S00163982,1
Argyll and The Isles,S00163983,1
Argyll and The Isles,S00163984,1
Argyll and The Isles,S00163985,1
Argyll and The Isles,S00163986,1
Argyll and The Isles,S00163987,1
Argyll and The Isles,S00163988,1
Argyll and The Isles,S00163989,1
Argyll and The Isles,S00163990,1
Argyll and The Isles,S00163991,1
Argyll and The Isles,S00163992,1
Argyll and The Isles,S00163993,1
Argyll and The Isles,S00163994,1
Argyll and The Isles,S00163995,1
Argyll and The Isles,S00163996,1
Argyll and The Isles,S00163997,1
Argyll and The Isles,S00163998,1
Argyll and The Isles,S00163999,1
Argyll and The Isles,S00164000,1
Argyll and The Isles,S00164001,1
Argyll and The Isles,S00164002,1
Argyll and The Isles,S00164003,1
Argyll and The Isles,S00164004,1
Argyll and The Isles,S00164005,1
Argyll and The Isles,S00164006,1
Argyll and The Isles,S00164007,1
Argyll and The Isles,S00164008,1
Argyll and The Isles,S00164009,1
